,recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max,mspec_db,chroma_db,stft_db
195,287bf77ec,2,1,8.832,468.75,10.608,3000.0,"[[-23.525429 -27.279036 -28.550543 ... -30.873404 -27.051517 -28.87403 ]
 [-23.256727 -26.691832 -28.337887 ... -28.631283 -25.239128 -27.004587]
 [-22.18192  -24.343014 -27.487259 ... -19.662806 -17.989573 -19.526817]
 ...
 [-47.830334 -44.487885 -45.518494 ... -46.74287  -46.621147 -45.43837 ]
 [-48.181274 -44.6873   -45.49328  ... -47.246845 -47.02853  -45.74549 ]
 [-48.269012 -44.737156 -45.486973 ... -47.372837 -47.130375 -45.82227 ]]","[[-13.605494   -7.8255243  -5.5141535 ...  -5.9375033  -5.6527433
   -6.343393 ]
 [-13.784951   -7.9804125  -5.6067357 ...  -6.0487504  -5.7439017
   -6.443324 ]
 [-13.964409   -8.135301   -5.6993175 ...  -6.159997   -5.83506
   -6.5432553]
 ...
 [-15.218604  -10.256047   -7.714086  ...  -6.6096234  -7.2986073
   -8.248679 ]
 [-15.273346  -10.281299   -7.724658  ...  -6.576862   -7.2971964
   -8.239425 ]
 [-15.328087  -10.306551   -7.73523   ...  -6.5441003  -7.2957854
   -8.23017  ]]","[[-26.811403 -29.159763 -31.052267 ... -32.932236 -29.452583 -30.687143]
 [-24.832247 -25.680222 -26.986462 ... -27.446106 -25.809864 -27.162083]
 [-35.854717 -34.12539  -31.732191 ... -34.7031   -32.238567 -33.10098 ]
 ...
 [-56.031277 -50.4595   -49.39547  ... -55.61785  -51.072044 -51.17578 ]
 [-56.36141  -49.156525 -52.80052  ... -51.78919  -49.97043  -51.42472 ]
 [-53.13737  -49.3125   -52.746826 ... -50.929962 -50.54853  -49.431137]]"
196,288e5d13f,3,1,14.3893,1031.25,15.1307,2812.5,"[[-58.990505 -56.81656  -61.520157 ... -58.368538 -55.733864 -55.13846 ]
 [-58.676666 -56.37197  -60.88761  ... -57.921318 -55.532825 -55.624657]
 [-57.42131  -54.59362  -58.357418 ... -56.13245  -54.728664 -57.569454]
 ...
 [-72.10275  -71.64116  -71.661415 ... -72.6214   -73.509026 -73.243904]
 [-71.94826  -71.87159  -71.519295 ... -72.62914  -73.42105  -72.888245]
 [-71.90963  -71.9292   -71.483765 ... -72.63107  -73.399055 -72.799324]]","[[-26.566935 -26.166067 -30.002174 ... -18.988428 -27.306217 -16.944788]
 [-27.342762 -27.07307  -30.597044 ... -19.505589 -28.069386 -17.520782]
 [-28.11859  -27.980076 -31.191916 ... -20.022749 -28.832556 -18.096777]
 ...
 [-46.851192 -52.918915 -52.96259  ... -38.721954 -47.916428 -40.25977 ]
 [-47.17215  -53.365273 -53.56585  ... -39.13222  -48.227386 -40.29451 ]
 [-47.493103 -53.81163  -54.169113 ... -39.54249  -48.53835  -40.32925 ]]","[[-62.102802 -61.773422 -64.20812  ... -63.350296 -59.824265 -60.400864]
 [-59.033894 -60.03322  -62.404552 ... -60.492615 -61.428146 -62.52749 ]
 [-61.171947 -62.478626 -61.960567 ... -60.41825  -61.351665 -63.20198 ]
 ...
 [-73.911255 -76.25556  -76.977585 ... -76.29928  -76.4971   -77.3292  ]
 [-76.13858  -76.676506 -77.05407  ... -75.42312  -76.98681  -76.18199 ]
 [-76.3344   -76.6907   -76.75095  ... -75.86279  -75.69758  -75.59147 ]]"
197,28d37d1de,22,1,35.8347,10687.5,37.44,13687.5,"[[-29.469719 -24.431543 -34.387962 ... -21.95286  -21.96998  -21.833649]
 [-29.275702 -24.420242 -33.902794 ... -21.983906 -21.974073 -21.286737]
 [-28.499632 -24.37504  -31.962116 ... -22.108095 -21.990452 -19.099096]
 ...
 [-54.945652 -55.616524 -53.94869  ... -55.70642  -55.57397  -54.518055]
 [-55.674812 -56.083046 -53.45635  ... -56.362816 -55.75187  -54.669388]
 [-55.857105 -56.199677 -53.333263 ... -56.526913 -55.79634  -54.707222]]","[[-5.271769  -4.7372    -4.0320406 ... -3.2866898 -5.2290688 -5.2085524]
 [-5.3192964 -4.7881174 -4.006922  ... -3.3714268 -5.2799077 -5.1926346]
 [-5.366824  -4.839035  -3.9818034 ... -3.456164  -5.330746  -5.1767173]
 ...
 [-7.5791073 -6.297169  -3.6415553 ... -5.505002  -4.639839  -6.4877567]
 [-7.8077326 -6.275666  -3.5549104 ... -5.434579  -4.6099057 -6.5100865]
 [-8.036358  -6.2541633 -3.4682653 ... -5.364156  -4.579972  -6.5324163]]","[[-30.279676 -27.77293  -34.838425 ... -25.290071 -25.013792 -22.272715]
 [-31.141943 -29.0423   -32.88199  ... -25.308146 -24.296688 -22.140434]
 [-33.688034 -32.19389  -35.070892 ... -31.310413 -28.423973 -27.494164]
 ...
 [-59.07739  -59.14592  -56.660606 ... -57.807446 -57.7571   -57.51949 ]
 [-57.525867 -58.529488 -56.583603 ... -58.395374 -59.488018 -58.078186]
 [-56.357307 -57.269096 -58.959423 ... -58.857655 -61.382675 -57.776714]]"
198,28fd95f7f,11,1,24.8802,1808.79,26.018,5684.77,"[[-21.831797  -25.117962  -21.37977   ...  -8.817961  -10.111146
   -9.452379 ]
 [-20.620625  -23.209002  -19.757076  ...  -8.179082   -9.522547
   -8.698811 ]
 [-15.775938  -15.573167  -13.266299  ...  -5.623565   -7.16815
   -5.6845336]
 ...
 [-61.317387  -61.17952   -63.684082  ... -63.02687   -59.70227
  -61.58383  ]
 [-62.368355  -62.29193   -63.86625   ... -62.897827  -60.92141
  -61.6008   ]
 [-62.6311    -62.570034  -63.911793  ... -62.865566  -61.226196
  -61.60504  ]]","[[-4.2679515 -3.0944529 -3.572694  ... -1.3215255 -2.8400352 -3.1042335]
 [-4.2955503 -3.1646554 -3.6300545 ... -1.3823292 -2.8840573 -3.205183 ]
 [-4.3231487 -3.234858  -3.6874151 ... -1.4431329 -2.9280796 -3.3061323]
 ...
 [-5.3359833 -5.5600805 -5.4582    ... -3.4102468 -1.4851891 -4.733756 ]
 [-5.3440857 -5.580201  -5.4767594 ... -3.4866862 -1.4723907 -4.764071 ]
 [-5.3521886 -5.6003222 -5.495319  ... -3.5631254 -1.4595922 -4.794386 ]]","[[-24.332016 -28.05813  -24.54856  ... -16.45359  -16.144241 -15.446024]
 [-33.630413 -33.481937 -30.718065 ... -24.147064 -25.024473 -24.627798]
 [-40.88033  -39.703648 -39.833626 ... -37.230732 -38.45886  -38.6683  ]
 ...
 [-67.39175  -67.035416 -70.08096  ... -67.59947  -65.63729  -65.840706]
 [-65.86904  -66.29635  -68.02831  ... -70.78905  -64.413284 -64.880585]
 [-68.07557  -67.57699  -70.02027  ... -73.616516 -66.59902  -66.02304 ]]"
199,29127020a,3,1,25.12,1031.25,25.8613,2812.5,"[[-26.509039 -28.905495 -28.939705 ... -48.986263 -46.664097 -47.472317]
 [-26.188429 -28.737766 -28.47224  ... -48.855614 -46.590527 -48.009357]
 [-24.905987 -28.066849 -26.602383 ... -48.333008 -46.296238 -50.15752 ]
 ...
 [-64.20206  -66.855736 -66.75637  ... -62.65053  -66.579544 -66.38109 ]
 [-64.94759  -66.69942  -66.48911  ... -62.85209  -66.95232  -67.46546 ]
 [-65.13398  -66.66034  -66.4223   ... -62.90248  -67.04551  -67.73655 ]]","[[-25.021841  -15.778029   -6.4765816 ... -19.2341     -7.8038325
  -22.842138 ]
 [-25.008286  -15.7547455  -6.4508147 ... -19.346603   -7.7762556
  -22.73263  ]
 [-24.99473   -15.731462   -6.4250474 ... -19.459106   -7.7486787
  -22.623121 ]
 ...
 [-24.45617   -14.996324   -8.682844  ... -21.674244   -8.407377
  -24.08149  ]
 [-24.438438  -14.969756   -8.747125  ... -21.61197    -8.404953
  -24.080788 ]
 [-24.420706  -14.943189   -8.811406  ... -21.549698   -8.402528
  -24.080088 ]]","[[-30.182941 -34.425385 -32.481003 ... -51.793983 -48.443264 -51.629276]
 [-42.957256 -45.651596 -42.122894 ... -54.259274 -51.357075 -54.96642 ]
 [-53.967213 -56.54668  -50.32253  ... -55.872143 -53.44703  -53.16653 ]
 ...
 [-71.98384  -69.88286  -71.13692  ... -69.55298  -70.32449  -72.0083  ]
 [-71.1038   -69.4867   -71.41878  ... -66.81652  -70.405304 -73.0872  ]
 [-69.29155  -69.20588  -72.69108  ... -67.95005  -71.230354 -74.00485 ]]"
200,295f49a04,10,1,38.0401,947.461,40.484,10852.7,"[[-19.391027 -24.384718 -20.725655 ... -26.209764 -23.531286 -24.734766]
 [-19.50689  -24.543726 -20.491472 ... -25.541716 -23.308401 -24.4305  ]
 [-19.970337 -25.17976  -19.554745 ... -22.869522 -22.416868 -23.213434]
 ...
 [-43.35719  -43.733047 -43.497616 ... -43.6665   -42.673946 -42.35316 ]
 [-43.88217  -44.07469  -44.111668 ... -44.04452  -43.39549  -42.94907 ]
 [-44.01342  -44.160103 -44.26518  ... -44.139023 -43.575874 -43.098045]]","[[-3.437526  -3.661785  -2.337236  ... -3.1605573 -3.8454764 -8.1929   ]
 [-3.448069  -3.7213967 -2.3523483 ... -3.2070577 -3.8762372 -8.050243 ]
 [-3.4586122 -3.7810082 -2.3674605 ... -3.253558  -3.906998  -7.907588 ]
 ...
 [-3.4256601 -1.4276843 -1.9803154 ... -1.7445259 -2.7059524 -5.335697 ]
 [-3.391157  -1.4072281 -1.9968834 ... -1.795294  -2.6846275 -5.3165383]
 [-3.3566537 -1.3867719 -2.0134513 ... -1.8460622 -2.6633027 -5.297379 ]]","[[-25.754173 -31.383976 -28.257296 ... -32.123344 -30.060455 -30.439125]
 [-24.974096 -29.904486 -28.240192 ... -27.361977 -28.464334 -29.026358]
 [-26.15106  -25.592928 -25.256742 ... -25.30552  -23.330528 -27.364504]
 ...
 [-53.31863  -53.007076 -51.786148 ... -51.793556 -51.038883 -52.20251 ]
 [-50.936516 -51.60241  -50.39531  ... -50.418667 -49.389    -51.40721 ]
 [-49.64174  -51.257458 -50.664112 ... -52.985    -49.839027 -52.99652 ]]"
201,29b82a129,19,1,48.9333,281.25,50.4853,2812.5,"[[-25.756987 -23.567593 -18.885239 ... -24.150463 -25.729372 -27.858326]
 [-25.084633 -22.279194 -17.766493 ... -22.90855  -24.594398 -26.954079]
 [-22.395222 -17.1256   -13.291504 ... -17.9409   -20.054506 -23.337084]
 ...
 [-50.42182  -50.822216 -51.617653 ... -52.990177 -50.44559  -52.96213 ]
 [-50.84033  -51.786537 -52.265385 ... -52.916252 -50.811058 -53.625706]
 [-50.944954 -52.02762  -52.42732  ... -52.89777  -50.902424 -53.791595]]","[[-3.3455613 -4.4687543 -4.377242  ... -7.971311  -5.5302134 -3.3304312]
 [-3.1667387 -4.4915657 -4.406521  ... -7.852079  -5.3479023 -3.146142 ]
 [-2.9879165 -4.5143766 -4.435799  ... -7.7328467 -5.1655912 -2.9618526]
 ...
 [-1.9801248 -5.972772  -8.068443  ... -8.763708  -6.186007  -3.8231378]
 [-2.0983164 -6.0287204 -8.180418  ... -8.987833  -6.508054  -4.0972533]
 [-2.2165082 -6.0846686 -8.292394  ... -9.211958  -6.8301005 -4.371369 ]]","[[-28.515362 -26.505497 -22.712255 ... -28.408344 -30.264822 -30.451834]
 [-26.762049 -23.665888 -22.192053 ... -19.737398 -19.84765  -20.766449]
 [-28.697226 -31.356756 -27.311993 ... -24.966183 -23.58007  -23.095043]
 ...
 [-57.103455 -56.990463 -56.095646 ... -57.93498  -57.369953 -56.293797]
 [-55.498707 -56.611233 -57.18131  ... -57.85518  -59.574936 -55.181034]
 [-56.04073  -59.483143 -57.055405 ... -58.549416 -57.740105 -58.819126]]"
202,2a1bb0557,14,1,3.696,3750.0,3.968,6468.75,"[[-36.7447   -35.48522  -38.614437 ... -38.468864 -44.57782  -39.910282]
 [-37.61126  -35.589157 -39.177864 ... -38.326767 -44.233204 -39.912434]
 [-41.0775   -36.004898 -41.43157  ... -37.758377 -42.85474  -39.921036]
 ...
 [-58.207424 -58.148067 -57.586483 ... -57.414806 -57.992023 -58.64234 ]
 [-57.987762 -57.83354  -57.583286 ... -58.060307 -58.63273  -59.017864]
 [-57.932846 -57.75491  -57.58249  ... -58.221684 -58.792904 -59.111744]]","[[-28.774626  -32.684288  -23.584686  ... -17.417261  -17.872812
   -7.4671974]
 [-29.474226  -33.54723   -24.230774  ... -18.634409  -19.011421
   -8.137105 ]
 [-30.173826  -34.41017   -24.876862  ... -19.851557  -20.150032
   -8.807013 ]
 ...
 [-33.446037  -24.69047   -17.210352  ... -51.87716   -40.04791
  -24.345694 ]
 [-33.152744  -24.16397   -16.632616  ... -51.65455   -39.36821
  -23.886564 ]
 [-32.859455  -23.637472  -16.054882  ... -51.43194   -38.688515
  -23.427433 ]]","[[-40.8658   -39.775738 -43.336945 ... -43.578262 -49.14772  -45.177605]
 [-44.282482 -46.83598  -46.6039   ... -49.541756 -51.776577 -46.629265]
 [-45.13847  -46.945736 -51.358467 ... -51.849712 -51.450188 -50.3084  ]
 ...
 [-62.52571  -61.79874  -61.819447 ... -63.957703 -64.87477  -65.04226 ]
 [-62.025352 -62.920677 -62.337765 ... -67.29222  -66.17292  -64.67869 ]
 [-64.259735 -65.09041  -64.86461  ... -69.22675  -63.41999  -63.416245]]"
203,2a3c1f921,0,1,46.8587,5906.25,47.6533,8250.0,"[[-40.141605 -39.71469  -40.326694 ... -40.146355 -41.74192  -40.042595]
 [-38.959694 -38.826275 -39.20277  ... -39.15039  -40.630924 -39.086277]
 [-34.232044 -35.27261  -34.707073 ... -35.166534 -36.186928 -35.26101 ]
 ...
 [-62.1695   -57.77271  -60.305477 ... -62.80745  -63.478767 -59.83571 ]
 [-62.281975 -58.73518  -60.43647  ... -63.69648  -63.902443 -60.615185]
 [-62.310093 -58.9758   -60.46922  ... -63.91874  -64.00836  -60.810055]]","[[-21.363344  -31.901318  -24.549065  ... -14.25514   -23.444023
  -11.763488 ]
 [-21.9909    -32.008804  -24.185823  ... -14.665751  -23.594769
  -11.71362  ]
 [-22.618456  -32.116287  -23.822584  ... -15.076364  -23.745512
  -11.663752 ]
 ...
 [-11.26072   -13.13569   -11.311378  ... -11.3652    -12.398864
  -11.05325  ]
 [-10.678161  -12.415     -10.742422  ... -10.617756  -11.5999975
  -10.411171 ]
 [-10.095601  -11.694311  -10.173468  ...  -9.870313  -10.801132
   -9.769091 ]]","[[-44.502594 -43.729347 -44.97789  ... -46.608784 -45.66349  -44.622612]
 [-43.61465  -46.373646 -46.196354 ... -47.495567 -46.593483 -44.832428]
 [-53.44152  -53.2228   -54.33536  ... -52.726337 -55.135517 -53.783848]
 ...
 [-72.87176  -67.74542  -68.986145 ... -72.22124  -71.2411   -70.82953 ]
 [-69.38873  -69.6504   -67.71014  ... -70.65178  -70.57159  -68.47801 ]
 [-68.72716  -69.83065  -69.24777  ... -70.43651  -69.15155  -69.0908  ]]"
204,2a69408f6,5,1,41.376,4781.25,43.728,10406.2,"[[-20.556032 -19.302038 -20.846186 ... -16.870958 -15.34301  -13.686845]
 [-20.29183  -19.306797 -20.199287 ... -16.273947 -15.47002  -13.812528]
 [-19.235027 -19.325834 -17.611698 ... -13.885895 -15.978063 -14.315259]
 ...
 [-33.642254 -37.971905 -37.876152 ... -34.073483 -36.02692  -39.62622 ]
 [-36.14494  -38.82445  -38.87122  ... -36.63545  -37.43095  -39.665417]
 [-36.77061  -39.03759  -39.119987 ... -37.27594  -37.781956 -39.675217]]","[[-2.6704388 -2.6554353 -1.3417492 ... -6.199345  -5.5909386 -4.5609145]
 [-2.586111  -2.6270962 -1.3414944 ... -6.119723  -5.607397  -4.5474887]
 [-2.5017834 -2.5987573 -1.3412398 ... -6.040101  -5.623855  -4.5340633]
 ...
 [-3.2265482 -3.3136854 -2.9787838 ... -5.5963864 -3.91357   -2.6949594]
 [-3.3100328 -3.411565  -3.107906  ... -5.6517115 -3.7960024 -2.6538541]
 [-3.3935175 -3.5094447 -3.2370284 ... -5.7070365 -3.6784346 -2.6127489]]","[[-30.19514  -28.065758 -30.03355  ... -25.536451 -24.959784 -23.860683]
 [-29.679077 -28.73586  -30.61247  ... -29.391588 -31.383102 -31.055445]
 [-33.204037 -30.072489 -29.911575 ... -31.34272  -33.57775  -31.824886]
 ...
 [-48.03726  -48.91981  -48.836338 ... -50.73307  -49.023605 -48.879356]
 [-46.36629  -46.70004  -50.344322 ... -47.058804 -48.39773  -48.66089 ]
 [-49.860794 -49.63947  -49.99427  ... -51.319668 -50.804028 -49.858257]]"
205,2a7ed55d4,5,1,7.3013,4781.25,9.6533,10406.2,"[[-27.825518 -27.504858 -25.526033 ... -28.104776 -26.012236 -26.67655 ]
 [-27.73682  -27.69509  -25.872364 ... -28.165812 -26.060614 -26.583744]
 [-27.38203  -28.45602  -27.25768  ... -28.409958 -26.254133 -26.21252 ]
 ...
 [-47.55072  -47.688427 -47.697044 ... -45.527164 -44.843098 -41.840275]
 [-47.813316 -47.505318 -47.60692  ... -46.150536 -44.942528 -42.225414]
 [-47.878967 -47.45954  -47.58439  ... -46.306377 -44.967384 -42.321697]]","[[-44.686634  -40.235912  -25.18105   ...  -2.8649476  -6.3947225
   -7.8454094]
 [-44.985188  -40.44457   -25.263206  ...  -2.8196747  -5.8372493
   -7.108427 ]
 [-45.28374   -40.65322   -25.345364  ...  -2.774402   -5.2797756
   -6.371444 ]
 ...
 [-48.006187  -42.42111   -32.88309   ...  -1.7629452  -5.343697
   -4.47419  ]
 [-47.888504  -42.361015  -33.046883  ...  -1.8349961  -5.7942376
   -4.7577906]
 [-47.770817  -42.30092   -33.210674  ...  -1.9070469  -6.244778
   -5.0413914]]","[[-34.775867 -34.685402 -32.757587 ... -33.873547 -33.350864 -33.47835 ]
 [-34.837627 -36.2914   -36.1294   ... -32.72173  -34.140335 -34.3237  ]
 [-38.341167 -35.394234 -34.890816 ... -34.629738 -36.919876 -35.80618 ]
 ...
 [-54.77834  -57.019688 -56.748062 ... -53.81048  -50.35247  -50.195724]
 [-56.528797 -55.320976 -56.192528 ... -53.122738 -49.779556 -48.30761 ]
 [-58.880688 -52.637386 -53.55873  ... -53.1876   -47.7025   -46.312233]]"
206,2a94d4b86,23,1,24.1488,7235.16,30.2324,11283.4,"[[-17.131802 -20.926308 -22.565527 ... -26.337141 -27.324556 -26.45007 ]
 [-17.125637 -20.8524   -22.623375 ... -26.02115  -26.801695 -26.371103]
 [-17.10098  -20.556767 -22.854765 ... -24.75719  -24.710243 -26.05524 ]
 ...
 [-42.208904 -43.80234  -43.527813 ... -42.713055 -43.795177 -44.503727]
 [-42.650307 -44.732655 -44.096985 ... -43.6423   -44.70951  -45.33186 ]
 [-42.760654 -44.96523  -44.23928  ... -43.874615 -44.938095 -45.53889 ]]","[[-4.308845  -2.2947736 -5.2638383 ... -5.6955895 -4.3099127 -2.5314338]
 [-4.18616   -2.2572234 -5.2810974 ... -5.6277905 -4.3792896 -2.602303 ]
 [-4.063475  -2.2196732 -5.298357  ... -5.559991  -4.4486666 -2.6731722]
 ...
 [-2.426003  -2.3357413 -2.530152  ... -3.6240268 -3.9126177 -3.3469346]
 [-2.3948574 -2.3252056 -2.4815571 ... -3.6603956 -3.9023304 -3.3779228]
 [-2.3637118 -2.3146698 -2.4329622 ... -3.6967645 -3.8920429 -3.4089112]]","[[-22.361073 -23.991953 -27.654388 ... -31.502256 -30.677824 -31.337477]
 [-30.729033 -28.1331   -29.227606 ... -32.87717  -31.874905 -29.899286]
 [-32.228657 -33.449207 -29.488255 ... -33.507637 -34.834824 -31.433828]
 ...
 [-47.272846 -48.284496 -50.024193 ... -47.328083 -51.543594 -50.98786 ]
 [-46.195354 -48.368786 -48.64932  ... -50.002155 -52.041203 -49.719475]
 [-48.566914 -50.636074 -49.09834  ... -47.527412 -49.781746 -50.595863]]"
207,2b9c8d234,8,1,37.5413,3750.0,41.664,5531.25,"[[-31.827835 -32.188717 -27.818792 ... -28.86353  -30.12883  -36.57041 ]
 [-31.524372 -32.293427 -28.104004 ... -29.045668 -30.102816 -36.486973]
 [-30.310524 -32.712265 -29.244852 ... -29.774225 -29.998764 -36.153225]
 ...
 [-48.296577 -49.145252 -49.14586  ... -47.7748   -48.60571  -48.84344 ]
 [-49.078014 -49.16521  -49.282234 ... -48.509403 -49.20726  -49.605312]
 [-49.273373 -49.170197 -49.316326 ... -48.693054 -49.357647 -49.79578 ]]","[[-13.607094 -22.496061 -26.100689 ... -34.76381  -32.078785 -19.53308 ]
 [-13.83379  -22.640587 -26.469612 ... -34.923347 -32.276005 -19.478119]
 [-14.060485 -22.78511  -26.838537 ... -35.082886 -32.473225 -19.423159]
 ...
 [-22.804962 -31.419598 -37.945553 ... -43.076073 -40.633408 -27.973225]
 [-22.929281 -31.68067  -38.295647 ... -43.145817 -40.562717 -28.037542]
 [-23.0536   -31.941742 -38.645744 ... -43.215557 -40.492027 -28.101858]]","[[-38.614178 -39.0143   -35.573074 ... -35.27422  -37.53711  -42.253036]
 [-39.74292  -40.29914  -40.16631  ... -37.472374 -38.96637  -37.99157 ]
 [-45.24856  -43.074825 -44.23651  ... -42.089592 -41.57002  -43.43815 ]
 ...
 [-57.16364  -55.610935 -54.411865 ... -57.560886 -56.2093   -57.488564]
 [-58.89266  -53.814857 -53.566505 ... -56.005478 -58.67567  -57.047752]
 [-56.66883  -55.266884 -58.991985 ... -57.8956   -57.792774 -55.279648]]"
208,2bb539997,7,1,26.0907,4687.5,29.232,11437.5,"[[-15.339922 -15.721153 -15.822269 ... -19.116535 -21.499872 -20.874748]
 [-14.704185 -14.409374 -14.599013 ... -18.300055 -21.424774 -20.078287]
 [-12.161237  -9.16226   -9.705986 ... -15.034133 -21.124384 -16.89244 ]
 ...
 [-32.606625 -32.059483 -33.117245 ... -32.91789  -32.630737 -33.14438 ]
 [-33.157944 -32.536007 -33.0977   ... -32.90125  -32.95487  -33.228848]
 [-33.295773 -32.655136 -33.09281  ... -32.897087 -33.0359   -33.249966]]","[[-3.9485462 -6.66036   -5.238389  ... -3.4483645 -4.5669575 -4.553363 ]
 [-4.1019864 -6.7047    -5.2156944 ... -3.279515  -4.567445  -4.689111 ]
 [-4.255427  -6.7490396 -5.1930003 ... -3.1106653 -4.567932  -4.82486  ]
 ...
 [-6.5255527 -4.117057  -6.48432   ... -2.2964427 -5.1018157 -4.173059 ]
 [-6.5177875 -4.097813  -6.5371695 ... -2.2515178 -5.127866  -4.094953 ]
 [-6.510022  -4.078569  -6.5900187 ... -2.2065928 -5.1539154 -4.016847 ]]","[[-23.0542   -22.452374 -23.315254 ... -25.61613  -28.731583 -26.967081]
 [-22.559212 -20.925713 -19.952002 ... -25.26285  -25.917841 -23.285254]
 [-20.528854 -19.522688 -22.429428 ... -19.980711 -22.94536  -18.326765]
 ...
 [-44.967854 -42.47485  -44.43277  ... -43.704838 -40.8085   -40.490284]
 [-44.35897  -42.345016 -40.773815 ... -41.435024 -45.600044 -41.262505]
 [-42.554504 -44.696514 -41.840523 ... -42.458073 -41.700138 -36.62013 ]]"
209,2bcddf9a5,3,1,20.976,1031.25,21.7173,2812.5,"[[-24.02306  -23.3062   -28.250435 ... -23.910557 -28.229183 -26.389334]
 [-24.087187 -23.324497 -28.451597 ... -23.841148 -27.780066 -26.51912 ]
 [-24.343699 -23.397688 -29.256243 ... -23.56351  -25.983595 -27.038254]
 ...
 [-43.015587 -42.095673 -41.09407  ... -41.66012  -40.8924   -41.153347]
 [-43.041092 -41.972343 -41.489605 ... -41.781162 -40.9742   -41.917133]
 [-43.04747  -41.94151  -41.58849  ... -41.811424 -40.994656 -42.108078]]","[[ -5.1838875  -2.696246   -2.3545585 ...  -5.276326   -4.318867
   -4.417235 ]
 [ -5.270569   -2.5527494  -2.3617449 ...  -5.298501   -4.335373
   -4.4129333]
 [ -5.35725    -2.409253   -2.3689313 ...  -5.3206754  -4.3518786
   -4.4086323]
 ...
 [-10.45665    -5.0921373  -4.5389347 ...  -4.207089   -3.4813378
   -2.378328 ]
 [-10.477742   -5.1619406  -4.70201   ...  -4.1213164  -3.3962903
   -2.331709 ]
 [-10.498834   -5.2317443  -4.8650856 ...  -4.035544   -3.3112426
   -2.28509  ]]","[[-28.548561 -27.95568  -32.767742 ... -29.27661  -32.770157 -31.220663]
 [-26.460855 -26.49873  -28.965446 ... -28.161785 -26.525686 -26.372639]
 [-33.773685 -30.432615 -28.414557 ... -29.601845 -30.921833 -27.715544]
 ...
 [-53.005825 -48.166107 -48.403397 ... -49.20874  -48.464394 -51.344257]
 [-53.10402  -48.1211   -47.79186  ... -48.74723  -49.14059  -47.133545]
 [-46.711845 -46.926594 -44.418182 ... -46.97731  -50.656815 -47.939953]]"
210,2bcddf9a5,5,1,16.4693,4781.25,18.8213,10406.2,"[[-24.638485 -26.366951 -28.569693 ... -29.830507 -25.204891 -25.999674]
 [-24.810587 -26.05798  -27.88641  ... -29.903852 -25.682966 -25.811794]
 [-25.498997 -24.822096 -25.153284 ... -30.197237 -27.595263 -25.060274]
 ...
 [-41.422306 -41.651833 -41.873962 ... -41.080196 -40.658455 -40.661034]
 [-41.46041  -41.864765 -42.652317 ... -40.877377 -41.371784 -41.502705]
 [-41.46994  -41.918    -42.84691  ... -40.82667  -41.550114 -41.713123]]","[[-3.206795  -2.384427  -3.3885732 ... -4.796054  -5.8078637 -5.455105 ]
 [-3.2671783 -2.364611  -3.3392045 ... -4.9381566 -5.885942  -5.56358  ]
 [-3.3275614 -2.3447945 -3.2898362 ... -5.080259  -5.96402   -5.6720557]
 ...
 [-4.1644235 -1.442774  -4.361611  ... -5.66017   -6.07354   -5.844084 ]
 [-4.0212703 -1.3946561 -4.2514205 ... -5.6815257 -6.1403866 -6.04559  ]
 [-3.8781173 -1.3465381 -4.1412306 ... -5.7028813 -6.2072334 -6.2470956]]","[[-31.490067 -31.501207 -32.83445  ... -35.26377  -30.986282 -29.338793]
 [-30.884138 -27.057222 -27.847471 ... -27.87839  -26.180897 -27.454857]
 [-31.221788 -30.579462 -31.582094 ... -29.776588 -29.549221 -32.62315 ]
 ...
 [-50.273354 -47.239742 -48.457695 ... -47.70991  -47.097057 -45.85307 ]
 [-51.359737 -47.62729  -49.423714 ... -50.129173 -50.64322  -52.693295]
 [-53.634167 -50.08746  -49.872562 ... -47.44406  -48.638718 -50.977093]]"
