,recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max,spec
10,01b41f92b,6,1,44.24,562.5,46.384,4406.25,"[[1.28419707e-02 1.38774347e-02 3.37038375e-02 ... 8.68030712e-02
  4.77424264e-02 7.21194297e-02]
 [1.22363251e-02 1.52268335e-02 3.99679802e-02 ... 1.01949126e-01
  5.41645624e-02 8.03627446e-02]
 [9.81374551e-03 2.06244327e-02 6.50245398e-02 ... 1.62533328e-01
  7.98531100e-02 1.13335997e-01]
 ...
 [8.42227237e-05 4.96482571e-05 4.25969592e-05 ... 3.86116502e-04
  3.22873093e-04 6.31404473e-05]
 [5.64969159e-05 4.45688565e-05 4.90732236e-05 ... 3.29568109e-04
  2.77783693e-04 7.15068745e-05]
 [4.95654604e-05 4.32990091e-05 5.06922988e-05 ... 3.15431040e-04
  2.66511342e-04 7.35984795e-05]]"
11,0201197ec,10,1,43.3575,947.461,45.8014,10852.7,"[[3.6141071e-01 1.5538307e-01 1.6179784e-01 ... 1.9898297e-02
  2.2121435e-02 4.4280268e-02]
 [4.3321609e-01 1.6450332e-01 1.7695017e-01 ... 2.2875525e-02
  2.6224760e-02 5.0682485e-02]
 [7.2043782e-01 2.0098431e-01 2.3755954e-01 ... 3.4784436e-02
  4.2638056e-02 7.6291338e-02]
 ...
 [3.8391161e-05 2.6615693e-05 7.0987538e-05 ... 2.5482223e-04
  1.6410486e-04 9.0796559e-05]
 [4.7115249e-05 4.7490335e-05 4.6065270e-05 ... 2.8895144e-04
  1.3772251e-04 6.0898186e-05]
 [4.9296275e-05 5.2708994e-05 3.9834697e-05 ... 2.9748378e-04
  1.3112692e-04 5.3423591e-05]]"
12,0209f7ab2,7,1,50.7573,4687.5,53.8987,11437.5,"[[0.16872166 0.07751312 0.07382937 ... 0.11956102 0.08835287 0.0335064 ]
 [0.16533664 0.07282549 0.07258977 ... 0.12778667 0.09137895 0.03296835]
 [0.1517965  0.05407497 0.06763137 ... 0.16068926 0.10348327 0.03081618]
 ...
 [0.00044894 0.00041488 0.00039991 ... 0.00273536 0.00146103 0.0004938 ]
 [0.00033814 0.00048744 0.00034876 ... 0.00195085 0.00121364 0.00035665]
 [0.00031044 0.00050558 0.00033598 ... 0.00175472 0.00115179 0.00032236]]"
13,0268057eb,0,1,25.4987,5906.25,26.2933,8250.0,"[[2.22245333e-04 1.68664395e-04 6.74572511e-05 ... 3.56895966e-04
  6.13749726e-04 3.41641414e-03]
 [1.99586197e-04 1.49297717e-04 6.18364138e-05 ... 3.93631868e-04
  7.16815761e-04 3.78520135e-03]
 [1.08949745e-04 7.18309675e-05 3.93530790e-05 ... 5.40575478e-04
  1.12907973e-03 5.26035111e-03]
 ...
 [1.07525682e-06 8.84722567e-07 9.46536431e-07 ... 2.25198619e-06
  3.45003764e-06 2.53974531e-06]
 [8.10930885e-07 5.27710711e-07 6.01424517e-07 ... 1.58701198e-06
  3.15064722e-06 1.86532293e-06]
 [7.44849331e-07 4.38457761e-07 5.15146553e-07 ... 1.42076840e-06
  3.07579944e-06 1.69671716e-06]]"
14,0275e127d,11,1,11.9989,1808.79,13.1367,5684.77,"[[1.6106192e-03 1.1772393e-03 8.9956180e-04 ... 6.8026187e-04
  8.9725544e-04 6.4210396e-04]
 [1.6220236e-03 1.2141428e-03 9.0180192e-04 ... 7.8185741e-04
  9.1166241e-04 6.4260728e-04]
 [1.6676412e-03 1.3617564e-03 9.1076217e-04 ... 1.1882394e-03
  9.6929044e-04 6.4462062e-04]
 ...
 [2.4401283e-05 3.4808927e-05 2.0462798e-05 ... 5.7555946e-05
  3.0546344e-05 0.0000000e+00]
 [2.0820538e-05 3.1708500e-05 2.3170400e-05 ... 7.3535484e-05
  2.6316384e-05 2.3917769e-06]
 [1.9925352e-05 3.0933395e-05 2.3847299e-05 ... 7.7530371e-05
  2.5258894e-05 2.9897203e-06]]"
15,0295e3234,11,1,5.1606,1808.79,6.2984,5684.77,"[[1.53581835e-02 9.65871569e-03 1.21331718e-02 ... 3.75365489e-03
  1.49031193e-03 2.08813162e-03]
 [1.31331375e-02 8.85219220e-03 1.12341354e-02 ... 3.86242918e-03
  1.41338643e-03 2.19947449e-03]
 [4.23295377e-03 5.62609592e-03 7.63798784e-03 ... 4.29752516e-03
  1.10568455e-03 2.64484575e-03]
 ...
 [7.14031339e-05 9.18192600e-05 6.92599642e-05 ... 4.18915675e-04
  2.00437280e-04 5.72148965e-05]
 [8.60002037e-05 8.02160503e-05 6.92872491e-05 ... 3.74151336e-04
  1.73114371e-04 5.71129822e-05]
 [8.96494748e-05 7.73152424e-05 6.92940885e-05 ... 3.62960243e-04
  1.66283644e-04 5.70875018e-05]]"
16,0297d886e,13,1,57.808,93.75,58.432,843.75,"[[3.89028355e-06 6.24309041e-06 6.37954554e-06 ... 7.41050371e-06
  9.51985385e-06 1.02346385e-05]
 [3.54685767e-06 5.98922952e-06 7.23412313e-06 ... 8.42775717e-06
  1.17862373e-05 1.02286294e-05]
 [2.17315460e-06 4.97378687e-06 1.06524349e-05 ... 1.24967719e-05
  2.08517722e-05 1.02045960e-05]
 ...
 [6.97190927e-08 5.45747945e-08 4.37609344e-08 ... 6.61207622e-08
  3.97800370e-08 4.67476617e-08]
 [6.81863881e-08 6.61125128e-08 4.79978155e-08 ... 6.99372720e-08
  2.87337389e-08 4.62461429e-08]
 [6.78032137e-08 6.89969539e-08 4.90570358e-08 ... 7.08914101e-08
  2.59721631e-08 4.61207748e-08]]"
17,02b9a8ab9,12,1,33.9093,562.5,37.0453,3281.25,"[[1.9943635e-03 3.6149456e-03 1.9325572e-03 ... 1.8960317e-03
  1.2603492e-03 1.7766299e-03]
 [1.8655442e-03 3.4575665e-03 1.8768396e-03 ... 2.1649927e-03
  1.3296599e-03 1.7482827e-03]
 [1.3502665e-03 2.8280497e-03 1.6539694e-03 ... 3.2408361e-03
  1.6069035e-03 1.6348935e-03]
 ...
 [3.8806543e-06 2.8049396e-06 2.2211145e-06 ... 3.7376867e-06
  2.2082106e-06 2.2545507e-06]
 [3.6170270e-06 2.7135652e-06 1.9818206e-06 ... 3.0833119e-06
  1.6831053e-06 1.5015421e-06]
 [3.5511202e-06 2.6907217e-06 1.9219972e-06 ... 2.9197183e-06
  1.5518289e-06 1.3132899e-06]]"
18,0313e82cf,16,4,21.472,3093.75,23.3067,4593.75,"[[6.25329465e-03 5.44282142e-03 4.42522950e-03 ... 1.20230753e-03
  1.05549768e-03 1.40679046e-03]
 [5.41435974e-03 4.94307978e-03 4.47030040e-03 ... 1.30290305e-03
  1.10679562e-03 1.52698136e-03]
 [2.05862150e-03 2.94411532e-03 4.65058442e-03 ... 1.70528505e-03
  1.31198810e-03 2.00774474e-03]
 ...
 [1.24856233e-05 9.84052349e-06 1.19648748e-05 ... 3.83675506e-05
  2.41559774e-05 6.72878832e-06]
 [9.21847823e-06 1.06571533e-05 8.26137511e-06 ... 1.85977497e-05
  1.28107768e-05 1.03211069e-05]
 [8.40169105e-06 1.08613103e-05 7.33549905e-06 ... 1.36553017e-05
  9.97447660e-06 1.12191865e-05]]"
19,03b96f209,16,4,30.9333,3093.75,32.768,4593.75,"[[4.0845395e-04 3.5853562e-04 2.4504767e-04 ... 8.9494657e-05
  1.4112401e-04 3.5944808e-04]
 [4.0326230e-04 3.6561518e-04 2.4076819e-04 ... 9.6916789e-05
  1.5024481e-04 3.5704928e-04]
 [3.8249558e-04 3.9393356e-04 2.2365029e-04 ... 1.2660530e-04
  1.8672798e-04 3.4745419e-04]
 ...
 [1.2310283e-06 5.8312236e-07 1.0932354e-06 ... 1.3669138e-05
  7.5722878e-06 1.6755541e-06]
 [7.8202498e-07 5.2848452e-07 5.7587869e-07 ... 8.0630180e-06
  4.1818707e-06 9.3928082e-07]
 [6.6977424e-07 5.1482510e-07 4.4653956e-07 ... 6.6614884e-06
  3.3342665e-06 7.5521245e-07]]"
20,03b96f209,16,4,49.632,3093.75,51.4667,4593.75,"[[4.0849869e-04 3.5858035e-04 2.4509241e-04 ... 8.9539411e-05
  1.4118127e-04 3.6231615e-04]
 [4.0330703e-04 3.6565994e-04 2.4081292e-04 ... 9.6961536e-05
  1.5029371e-04 3.5825430e-04]
 [3.8254031e-04 3.9397829e-04 2.2369504e-04 ... 1.2665006e-04
  1.8674342e-04 3.4200706e-04]
 ...
 [1.2757708e-06 6.2786495e-07 1.1379780e-06 ... 1.3713880e-05
  7.6162764e-06 1.5337615e-06]
 [8.2676758e-07 5.7322717e-07 6.2062128e-07 ... 8.1077606e-06
  4.2260913e-06 8.5492837e-07]
 [7.1451683e-07 5.5956770e-07 4.9128215e-07 ... 6.7062315e-06
  3.3785454e-06 6.8522002e-07]]"
21,03d77fede,0,1,44.4107,5906.25,45.2053,8250.0,"[[7.55101093e-04 3.15597659e-04 1.31895315e-04 ... 5.06130855e-05
  6.76811178e-05 6.90468223e-05]
 [8.14293628e-04 3.14598350e-04 1.28772852e-04 ... 6.55243712e-05
  7.46793230e-05 8.27776166e-05]
 [1.05106388e-03 3.10601143e-04 1.16282950e-04 ... 1.25169507e-04
  1.02672166e-04 1.37700787e-04]
 ...
 [8.71964801e-07 3.80308734e-07 1.98715657e-06 ... 7.44735985e-07
  9.36686092e-07 3.61325021e-07]
 [5.63388312e-07 3.81423888e-07 1.48748859e-06 ... 4.95093161e-07
  7.55068186e-07 2.10207119e-07]
 [4.86244176e-07 3.81702677e-07 1.36257142e-06 ... 4.32682469e-07
  7.09663595e-07 1.72427605e-07]]"
22,043356ff8,18,1,0.1227,3187.5,0.816,5062.5,"[[4.5523881e-05 3.4180590e-05 2.3664597e-05 ... 4.0840005e-05
  1.3898083e-04 1.1518797e-04]
 [4.4605855e-05 3.6482921e-05 2.8239565e-05 ... 4.2973661e-05
  1.5315453e-04 1.2196176e-04]
 [4.0933741e-05 4.5692235e-05 4.6539430e-05 ... 5.1508279e-05
  2.0984933e-04 1.4905694e-04]
 ...
 [3.7962261e-07 4.1533195e-07 4.4704581e-07 ... 3.5731065e-07
  7.5533052e-07 4.3452508e-07]
 [4.2741371e-07 2.9195215e-07 3.0897814e-07 ... 3.3700550e-07
  5.7243517e-07 3.6374828e-07]
 [4.3936146e-07 2.6110720e-07 2.7446120e-07 ... 3.3192919e-07
  5.2671135e-07 3.4605409e-07]]"
23,04975ecd8,19,1,54.384,281.25,55.936,2812.5,"[[1.9432913e-03 1.5947721e-03 1.6659349e-03 ... 4.2560362e-04
  8.3599350e-04 3.6093069e-04]
 [1.8819773e-03 1.7010702e-03 1.8503733e-03 ... 4.7612545e-04
  9.6753839e-04 5.1004090e-04]
 [1.6367218e-03 2.1262625e-03 2.5881277e-03 ... 6.7821279e-04
  1.4937181e-03 1.1064821e-03]
 ...
 [4.1510680e-06 3.6894050e-06 3.8684320e-06 ... 1.0839288e-05
  8.1111584e-06 4.5499069e-06]
 [4.7197191e-06 4.2667621e-06 4.8548336e-06 ... 9.6226495e-06
  6.2865861e-06 4.0709738e-06]
 [4.8618826e-06 4.4111016e-06 5.1014345e-06 ... 9.3184899e-06
  5.8304440e-06 3.9512411e-06]]"
24,04d6b1fc1,17,4,4.7307,1406.25,7.3387,3937.5,"[[9.9522863e-03 6.4490600e-03 6.8003200e-03 ... 5.8491245e-02
  1.8074069e-02 3.2511953e-02]
 [8.4094917e-03 5.6064334e-03 7.3316959e-03 ... 6.9309786e-02
  2.2151900e-02 4.0839948e-02]
 [2.2383125e-03 2.2359248e-03 9.4571970e-03 ... 1.1258395e-01
  3.8463224e-02 7.4151926e-02]
 ...
 [6.9952446e-05 8.7817985e-05 9.7207907e-05 ... 3.0187273e-04
  1.6544799e-04 4.2080039e-05]
 [7.4333395e-05 8.1310696e-05 8.4251507e-05 ... 2.0366891e-04
  1.2024226e-04 5.6966306e-05]
 [7.5428630e-05 7.9683887e-05 8.1012404e-05 ... 1.7911794e-04
  1.0894081e-04 6.0687875e-05]]"
25,04e70a8e3,7,1,23.5947,4687.5,26.736,11437.5,"[[0.12040836 0.09696684 0.12635258 ... 0.03151922 0.06391007 0.18117347]
 [0.10559579 0.08730812 0.1253224  ... 0.03823607 0.07100482 0.1913359 ]
 [0.04634551 0.04867322 0.12120175 ... 0.06510347 0.09938385 0.23198554]
 ...
 [0.00106745 0.00104013 0.00113375 ... 0.00437389 0.00303129 0.00087768]
 [0.00090232 0.00094917 0.00107949 ... 0.0026402  0.00188562 0.00082301]
 [0.00086103 0.00092643 0.00106592 ... 0.00220678 0.00159921 0.00080934]]"
26,0509303a5,6,1,23.7013,562.5,25.8453,4406.25,"[[1.79950520e-02 9.10440180e-03 1.02454778e-02 ... 3.05729848e-03
  5.12769772e-03 2.75964383e-03]
 [1.61914770e-02 8.56385473e-03 1.05773127e-02 ... 3.16187390e-03
  5.68340486e-03 3.68991634e-03]
 [8.97717476e-03 6.40166784e-03 1.19046504e-02 ... 3.58017581e-03
  7.90623296e-03 7.41100777e-03]
 ...
 [2.02949363e-04 1.59115632e-04 1.63776203e-04 ... 1.96593450e-04
  1.46513557e-04 1.06667045e-04]
 [1.81292198e-04 1.57104048e-04 1.36732589e-04 ... 1.85179364e-04
  1.23252743e-04 9.73571441e-05]
 [1.75877882e-04 1.56601163e-04 1.29971682e-04 ... 1.82325835e-04
  1.17437550e-04 9.50296744e-05]]"
27,050d0ca85,3,1,49.92,1031.25,50.6613,2812.5,"[[0.2745114  0.20713107 0.14017214 ... 0.16345657 0.09830017 0.08843289]
 [0.25162712 0.19021663 0.1380743  ... 0.17846568 0.10480101 0.09102183]
 [0.16008988 0.12255885 0.12968293 ... 0.2385021  0.13080435 0.10137763]
 ...
 [0.00055768 0.0006094  0.00057011 ... 0.00119753 0.00095486 0.00066248]
 [0.00072615 0.00058607 0.00035908 ... 0.00090537 0.00086582 0.00050363]
 [0.00076826 0.00058024 0.00030633 ... 0.00083233 0.00084355 0.00046392]]"
28,053aeb7bd,23,4,9.8569,6459.96,17.7807,11627.9,"[[1.9622985e-03 1.5195258e-03 1.1234215e-03 ... 1.1304268e-02
  8.7594353e-03 7.6408545e-03]
 [1.9110658e-03 1.4725302e-03 1.2179171e-03 ... 1.1781581e-02
  8.8973008e-03 8.1378063e-03]
 [1.7061352e-03 1.2845475e-03 1.5958993e-03 ... 1.3690832e-02
  9.4487630e-03 1.0125615e-02]
 ...
 [1.7874188e-06 1.5202788e-06 2.4123601e-06 ... 5.5306591e-06
  6.0671900e-06 1.5296343e-06]
 [1.6043854e-06 1.7258822e-06 1.9855911e-06 ... 3.8153175e-06
  3.8330681e-06 1.2088805e-06]
 [1.5586270e-06 1.7772830e-06 1.8788988e-06 ... 3.3864819e-06
  3.2745374e-06 1.1286920e-06]]"
29,053aeb7bd,23,4,0.952,6459.96,8.8758,11627.9,"[[1.9622985e-03 1.5195258e-03 1.1234215e-03 ... 1.1304268e-02
  8.7594055e-03 7.6340730e-03]
 [1.9110658e-03 1.4725302e-03 1.2179171e-03 ... 1.1781581e-02
  8.8972999e-03 8.1359632e-03]
 [1.7061352e-03 1.2845475e-03 1.5958993e-03 ... 1.3690832e-02
  9.4488841e-03 1.0143524e-02]
 ...
 [1.7874188e-06 1.5202788e-06 2.4123601e-06 ... 5.5306591e-06
  6.0671919e-06 1.5304097e-06]
 [1.6043854e-06 1.7258822e-06 1.9855911e-06 ... 3.8153175e-06
  3.8330741e-06 1.2105226e-06]
 [1.5586270e-06 1.7772830e-06 1.8788988e-06 ... 3.3864819e-06
  3.2745445e-06 1.1305509e-06]]"
30,055088446,14,1,58.992,3750.0,59.264,6468.75,"[[9.3302515e-04 6.9508312e-04 6.9615291e-04 ... 9.4002939e-04
  6.0094771e-04 2.9904553e-04]
 [7.8334421e-04 6.6921645e-04 6.7394652e-04 ... 9.9300768e-04
  5.9088069e-04 3.0654162e-04]
 [1.8462053e-04 5.6574977e-04 5.8512087e-04 ... 1.2049208e-03
  5.5061263e-04 3.3652599e-04]
 ...
 [4.8520719e-06 5.3129224e-06 4.0249456e-06 ... 5.3580120e-06
  4.9999694e-06 3.9864317e-06]
 [4.1988988e-06 4.1999792e-06 3.0837755e-06 ... 4.2822530e-06
  3.7114032e-06 3.1973066e-06]
 [4.0356049e-06 3.9217434e-06 2.8484828e-06 ... 4.0133132e-06
  3.3892616e-06 3.0000253e-06]]"
31,055d22517,10,1,47.5835,947.461,50.0274,10852.7,"[[4.1031767e-02 2.2274282e-02 1.9767979e-02 ... 6.6875792e-01
  6.7367923e-01 9.6763510e-01]
 [3.5720095e-02 2.0144440e-02 1.9021530e-02 ... 6.2036002e-01
  6.3116699e-01 8.9221996e-01]
 [1.4473414e-02 1.1625075e-02 1.6035728e-02 ... 4.2676869e-01
  4.6111840e-01 5.9055954e-01]
 ...
 [1.3158348e-04 1.2014359e-04 8.4613996e-05 ... 4.0725587e-04
  2.2143860e-04 7.4308002e-05]
 [9.4568706e-05 1.0241904e-04 7.9002908e-05 ... 3.1237383e-04
  1.8112070e-04 1.0223868e-04]
 [8.5315012e-05 9.7987911e-05 7.7600147e-05 ... 2.8865336e-04
  1.7104123e-04 1.0922135e-04]]"
32,057802c25,11,1,4.2202,1808.79,5.358,5684.77,"[[4.1115779e-02 3.6252894e-02 1.8915208e-02 ... 3.6096808e-02
  3.2619614e-02 1.2025784e-02]
 [4.1485935e-02 3.7476286e-02 1.9902973e-02 ... 4.2749166e-02
  3.7187085e-02 1.4123639e-02]
 [4.2966560e-02 4.2369884e-02 2.3854034e-02 ... 6.9358617e-02
  5.5456992e-02 2.2515059e-02]
 ...
 [6.3021507e-05 4.2958865e-05 2.7598286e-05 ... 1.0407993e-04
  6.1398110e-05 5.2578562e-05]
 [3.6957514e-05 2.1928889e-05 2.2190430e-05 ... 6.9715788e-05
  4.5869114e-05 3.7103873e-05]
 [3.0441515e-05 1.6671396e-05 2.0838466e-05 ... 6.1124752e-05
  4.1986859e-05 3.3235203e-05]]"
33,05b9c974c,2,1,31.984,468.75,33.76,3000.0,"[[1.53311446e-01 1.21065967e-01 7.07996413e-02 ... 5.23895286e-02
  6.93663433e-02 3.60673778e-02]
 [1.33052096e-01 1.13616958e-01 6.36011809e-02 ... 5.07867672e-02
  6.55989870e-02 3.43719274e-02]
 [5.20146415e-02 8.38209242e-02 3.48073170e-02 ... 4.43757214e-02
  5.05295768e-02 2.75901165e-02]
 ...
 [1.22108657e-04 1.58415758e-04 1.09690103e-04 ... 7.03208789e-04
  3.92036833e-04 1.22908925e-04]
 [1.10300607e-04 1.29228254e-04 1.06062143e-04 ... 4.77827794e-04
  2.70735502e-04 9.95738665e-05]
 [1.07348606e-04 1.21931371e-04 1.05155130e-04 ... 4.21482517e-04
  2.40410154e-04 9.37400982e-05]]"
34,05f8c0f2f,4,1,26.5867,2343.75,28.4427,4218.75,"[[1.5189503e-03 2.7342527e-03 2.0287368e-03 ... 8.2256570e-03
  5.5320533e-03 2.7660823e-03]
 [1.4911590e-03 2.3511625e-03 1.7553360e-03 ... 6.8965801e-03
  4.8021660e-03 2.4259435e-03]
 [1.3799934e-03 8.1880158e-04 6.6173240e-04 ... 1.5802734e-03
  1.8826184e-03 1.0653887e-03]
 ...
 [1.6003834e-06 2.6017572e-06 7.3487382e-07 ... 2.3594444e-06
  2.9835919e-06 1.0975177e-06]
 [1.5013262e-06 1.7981190e-06 6.2747040e-07 ... 2.0069544e-06
  2.0520183e-06 1.3862332e-06]
 [1.4765617e-06 1.5972095e-06 6.0061950e-07 ... 1.9188319e-06
  1.8191251e-06 1.4584119e-06]]"
